Test,tenure,Monthly Charges,Total Charges Residues,Total Charges
failed GAN,11.989155,92.47364,-242.8095804,778.64905
failed GAN,14.641364,131.46341,-212.9578934,1034.4651
failed GAN,16.617111,136.81279,-295.3700744,1120.3837
failed GAN,15.830729,136.69403,-251.1823677,1097.5728
failed GAN,13.074446,100.11347,-248.6416807,865.28217
failed GAN,7.8815017,129.73605,176.3540776,847.8466
failed GAN,13.270305,97.3102,-268.4042537,862.2065
failed GAN,15.934764,117.00999,-350.4008389,1007.21796
failed GAN,7.3398466,99.85989,69.79900714,695.1433
failed GAN,12.72773,103.78803,-230.12512,854.25903
failed GAN,13.026934,88.17712,-312.1368972,797.739
failed GAN,11.849731,82.78073,-282.9621677,726.61774
failed GAN,13.429279,132.8554,-172.2550081,971.9001
failed GAN,6.798174,63.520626,-91.36847237,487.8261
failed GAN,13.285809,98.11532,-264.743932,867.18774
failed GAN,13.97306,115.11787,-262.0414112,928.44305
failed GAN,8.959908,72.46636,-169.5196162,593.85156
failed GAN,17.214598,137.04294,-346.4435009,1120.2153
failed GAN,14.205666,99.76055,-315.0566153,895.24554
failed GAN,16.528738,119.729324,-344.0435229,1064.181
failed GAN,7.971317,159.6221,337.2029442,1016.3476
failed GAN,12.169246,108.32816,-164.9630726,871.83905
failed GAN,9.909013,101.36718,-95.51484671,748.7187
failed GAN,6.1079974,146.67484,417.1937137,937.58624
failed GAN,9.872168,68.42306,-244.7816661,596.31274
failed GAN,10.639854,85.457924,-199.9908007,706.50934
failed GAN,9.413805,80.631996,-149.6383028,652.40424
failed GAN,7.879583,159.90952,326.5429481,997.872
failed GAN,11.712952,90.9956,-201.6147351,796.3118
failed GAN,8.739853,74.78339,-142.9327091,601.6901
failed GAN,10.210727,143.72867,112.6181078,982.55725
failed GAN,17.596125,165.87952,-216.5519484,1282.6124
failed GAN,11.238401,125.22501,-67.87444766,889.62103
failed GAN,14.569557,93.63444,-384.4256411,856.8795
failed GAN,8.228126,71.33059,-130.3114604,570.71295
failed GAN,9.887736,73.71746,-221.1708371,621.24994
failed GAN,16.77567,120.31732,-395.8356714,1033.4271
failed GAN,13.582873,108.37049,-242.9371943,914.3039
failed GAN,9.551535,76.10605,-187.8266392,625.9503
failed GAN,15.184225,111.68713,-332.4524039,961.22156
failed GAN,12.181184,89.349464,-257.4830229,780.3362
failed GAN,9.240343,78.82901,-160.9621318,626.3017
failed GAN,10.54902,78.49829,-221.2494156,677.5118
failed GAN,10.62134,76.46931,-226.7855048,678.13727
failed GAN,9.415446,117.69781,46.13604637,848.3184
failed GAN,12.71763,121.23022,-136.2846947,947.23895
failed GAN,9.532984,77.487595,-179.9865809,632.20984
failed GAN,10.857106,97.06332,-159.7019963,765.3077
failed GAN,7.8126225,118.64178,140.7550856,806.3792
failed GAN,11.269981,105.84543,-149.1499479,811.0361
failed GAN,10.8998375,81.05408,-219.6546581,708.9957
failed GAN,11.600074,103.88085,-157.7619431,830.54755
failed GAN,6.7614565,64.475716,-84.10489459,491.9614
failed GAN,14.279509,110.03706,-301.3390119,915.25446
failed GAN,10.387257,113.50515,-49.7017424,835.2775
failed GAN,13.100334,92.49206,-294.6473708,821.4821
failed GAN,10.224554,92.46555,-140.8949826,730.2222
failed GAN,12.838936,115.873146,-167.5474,926.31134
failed GAN,5.324535,119.34283,302.5723047,756.21497
failed GAN,19.49113,132.9629,-460.927228,1199.6888
failed GAN,6.761455,105.50834,140.5642632,716.63043
failed GAN,11.792831,124.182045,-105.5909101,899.1412
failed GAN,8.877256,101.34116,-23.07754561,733.2518
failed GAN,10.857399,88.8664,-220.2972894,704.73737
failed GAN,10.872404,107.997,-123.3747637,802.9383
failed GAN,9.026624,92.21151,-68.40605274,700.64923
failed GAN,14.746739,112.53498,-306.5502907,949.8505
failed GAN,14.330966,98.81338,-340.6126337,880.3649
failed GAN,12.811926,108.87241,-206.3926672,885.16486
failed GAN,14.63562,114.389915,-291.959243,954.97437
failed GAN,10.2226305,83.74423,-171.9958432,698.95746
failed GAN,14.864091,114.13482,-286.215841,980.18317
failed GAN,8.566126,107.91828,43.98700948,773.80853
failed GAN,12.507795,92.45317,-271.5225068,794.1235
failed GAN,11.573401,93.36393,-218.3723922,767.6646
failed GAN,14.018551,141.89265,-142.0658285,1052.2944
failed GAN,12.046897,88.43966,-256.2493151,770.12885
failed GAN,10.713982,148.04942,110.2745611,1023.0903
failed GAN,10.210199,89.68044,-158.8260574,711.0681
failed GAN,10.959431,99.47874,-168.949138,764.7785
failed GAN,13.743474,131.64598,-153.2898667,1017.6342
failed GAN,13.613101,127.82337,-150.1704161,1009.64606
failed GAN,9.450903,69.93621,-193.0385086,612.16473
failed GAN,9.326384,79.24835,-151.8551003,642.7393
failed GAN,14.366162,151.979,-112.4198819,1111.5563
failed GAN,9.305769,87.97993,-102.4632322,690.3748
failed GAN,11.222048,174.8239,204.2154742,1160.3177
failed GAN,13.284362,94.10526,-266.4757897,865.3326
failed GAN,12.290086,85.33413,-286.4185155,760.679
failed GAN,6.518987,85.172874,51.68300541,607.09125
failed GAN,10.340624,107.75178,-75.77317839,805.233
failed GAN,9.915912,120.17286,-6.481181513,838.34015
failed GAN,14.067978,126.611855,-217.1496372,981.4217
failed GAN,9.993842,98.86978,-106.4297846,745.03107
failed GAN,17.219273,115.55401,-403.6641041,1063.393
failed GAN,14.437013,114.84245,-253.9514844,976.0611
failed GAN,16.14022,130.96127,-328.5409524,1046.5824
failed GAN,7.7017756,108.83998,79.56298087,735.7431
failed GAN,10.566632,83.38067,-191.4030324,708.8587
failed GAN,13.828063,121.97047,-222.9595269,955.1714
failed GAN,12.001367,107.735245,-186.5048751,835.9942
failed GAN,8.82619,103.79125,-10.96289642,741.0157
failed GAN,12.114976,93.81425,-206.4245473,825.75385
failed GAN,10.059334,93.54608,-130.6005781,726.4401
failed GAN,7.810808,77.457306,-91.69852159,573.771
failed GAN,13.5366745,117.862236,-222.796349,930.5087
failed GAN,12.732811,94.57937,-281.7171439,803.0999
failed GAN,13.4013195,100.37838,-294.6386592,847.13434
failed GAN,9.247469,100.64686,-39.78415667,748.0868
failed GAN,13.514552,104.70406,-259.7793741,891.64087
failed GAN,14.766213,109.43994,-292.1085973,965.95135
failed GAN,16.559479,137.33635,-294.6650116,1116.1786
failed GAN,10.850261,111.96459,-76.11721218,848.3093
failed GAN,15.08483,112.22052,-314.2284239,970.97723
failed GAN,9.474914,92.85288,-94.30540104,712.94354
failed GAN,10.770882,80.94758,-233.5676364,684.0959
failed GAN,10.768013,151.98401,137.9111982,1055.3303
failed GAN,9.1057005,119.05586,44.31111407,820.1036
failed GAN,11.470943,98.34783,-199.131019,778.1767
failed GAN,11.569885,98.97062,-166.0939341,819.6435
failed GAN,11.784453,112.64996,-109.2099667,894.80835
failed GAN,13.189766,93.201195,-277.9253476,845.8236
failed GAN,13.084695,116.65833,-190.9182007,923.87885
failed GAN,16.117582,112.976326,-380.2789276,992.9157
failed GAN,16.061626,116.269615,-336.6624575,1031.7648
failed GAN,10.730502,126.01151,-0.775418948,913.4478
failed GAN,8.031573,113.70191,117.4533704,801.73175
failed GAN,12.559225,149.95352,-1.673168225,1068.3546
failed GAN,12.41116,90.55332,-280.7598448,776.653
failed GAN,11.270211,149.59016,74.57145644,1034.7771
failed GAN,13.604702,110.1896,-235.1514934,923.9494
failed GAN,11.601507,109.051414,-126.5211226,861.91046
failed GAN,15.55988,151.26349,-149.0994254,1176.5798
failed GAN,15.840447,118.09366,-314.3861272,1035.197
failed GAN,9.445341,68.69286,-221.3482043,583.38116
failed GAN,11.128433,78.00674,-255.9526634,692.1737
failed GAN,15.7328,108.60502,-378.3252588,962.0865
failed GAN,10.115457,132.64432,54.89739368,916.71967
failed GAN,10.5306835,89.83498,-142.1635723,755.0354
failed GAN,11.868715,88.74937,-234.444877,776.75244
failed GAN,17.016808,133.58823,-327.2190796,1122.5883
failed GAN,6.0369277,111.98548,220.6049491,734.94244
failed GAN,12.978731,104.35349,-215.4001114,890.36896
failed GAN,11.312613,100.08651,-170.0807325,793.7375
failed GAN,15.503138,142.31891,-206.0642893,1114.7806
failed GAN,13.929425,125.44736,-186.9510924,999.81573
failed GAN,15.706382,121.7389,-327.0797835,1011.0812
failed GAN,14.087966,113.741806,-282.0011559,918.27313
failed GAN,15.882063,107.035545,-375.9913501,977.1374
failed GAN,12.229915,128.85423,-78.07083349,963.9002
failed GAN,11.239395,95.29487,-199.434105,758.14606
failed GAN,11.756472,107.06157,-125.727336,875.90704
failed GAN,11.429137,81.723976,-246.9055084,726.8404
failed GAN,17.50911,129.97887,-367.8485965,1123.9022
failed GAN,10.566837,90.35862,-181.6932981,718.5859
failed GAN,9.076261,70.517296,-205.5311832,567.7531
failed GAN,14.212977,106.72198,-277.4255419,933.4995
failed GAN,6.9243355,86.239235,12.10785067,602.0512
failed GAN,14.250671,102.40276,-298.4717161,915.6648
failed GAN,12.963245,124.31303,-144.0316867,960.418
failed GAN,13.021185,100.80599,-268.5727907,840.8133
failed GAN,11.654965,101.16389,-181.8725267,811.1136
failed GAN,6.3267827,90.527626,73.70904321,612.74176
failed GAN,14.204015,99.9138,-325.0841625,885.07733
failed GAN,11.065288,118.030495,-66.60777095,876.13873
failed GAN,10.176629,116.10422,-52.67634206,814.3577
failed GAN,7.1647005,116.75727,153.740441,764.16254
failed GAN,11.777709,92.48555,-228.3516377,775.0921
failed GAN,17.847507,118.03782,-439.8308304,1080.7509
failed GAN,10.957036,76.85536,-260.4441874,673.0794
failed GAN,11.436526,112.110405,-141.1333705,833.24207
failed GAN,9.92662,94.39338,-125.5414376,720.1922
failed GAN,7.499541,147.41945,310.9843757,949.9344
failed GAN,9.287854,109.86504,-9.222000142,782.0897
failed GAN,13.655408,137.75821,-122.8534712,1040.5675
failed GAN,13.715774,134.75876,-166.4335169,1002.13055
failed GAN,12.295887,91.184074,-260.2639923,787.32776
failed GAN,17.459114,173.99084,-179.2296097,1308.2616
failed GAN,12.8483925,93.6692,-265.8167201,828.8477
failed GAN,9.837452,106.99285,-27.84435322,810.2923
failed GAN,5.888041,62.65529,-42.33978981,459.31277
failed GAN,9.467599,127.29993,62.98964636,869.61536
failed GAN,13.338459,132.37874,-140.9745757,995.4428
failed GAN,10.974064,147.05667,78.16345164,1013.1378
failed GAN,15.53751,133.3822,-267.1257339,1056.6476
failed GAN,14.071851,115.9375,-237.5766612,961.32465
failed GAN,12.792998,99.47164,-248.884039,841.06085
failed GAN,17.340485,163.87509,-204.0756909,1273.3085
failed GAN,12.814601,110.753944,-193.5855333,898.1999
failed GAN,13.056443,138.61626,-85.29222122,1027.0978
failed GAN,11.731301,103.51661,-190.1355433,809.3543
failed GAN,13.974726,131.86844,-179.860102,1010.7663
failed GAN,10.737542,98.116295,-145.9113167,768.9117
failed GAN,13.605069,104.56607,-272.6628013,886.46936
failed GAN,14.345777,154.09018,-107.2896094,1114.9498
failed GAN,11.509424,116.76527,-89.03414448,891.5521
failed GAN,9.899125,153.85039,169.7212666,1013.11237
failed GAN,9.953509,101.07632,-89.17157142,758.85297
failed GAN,10.765586,124.3405,-18.1009249,899.1114
fixed GAN,4.87,97.88,36.95,452.28
fixed GAN,1.79,50.20,-106.58,45.67
fixed GAN,2.33,83.59,16.94,215.30
fixed GAN,5.02,75.73,-28.85,399.09
fixed GAN,1.02,65.77,-12.25,74.99
fixed GAN,31.26,60.41,695.22,3358.49
fixed GAN,31.18,80.60,-65.04,2591.53
fixed GAN,22.78,85.67,127.93,2068.45
fixed GAN,12.02,87.51,162.65,1186.34
fixed GAN,14.53,102.59,222.60,1460.76
fixed GAN,2.39,51.00,-65.83,137.85
fixed GAN,12.13,107.03,-10.46,1023.12
fixed GAN,36.35,66.07,-150.12,2947.25
fixed GAN,36.19,56.74,-360.10,2723.51
fixed GAN,0.77,54.30,-9.86,56.08
fixed GAN,3.05,52.57,-115.18,144.33
fixed GAN,52.91,174.31,278.14,4785.80
fixed GAN,1.59,107.90,-16.50,118.59
fixed GAN,2.41,58.47,6.83,211.98
fixed GAN,4.11,53.78,-95.64,254.12
fixed GAN,12.65,102.45,52.82,1130.36
fixed GAN,18.20,66.99,-247.29,1303.02
fixed GAN,5.08,92.91,10.99,443.79
fixed GAN,4.45,86.02,0.52,379.70
fixed GAN,32.05,119.82,251.02,2981.41
fixed GAN,6.74,78.45,-3.22,570.68
fixed GAN,1.91,58.95,-38.56,123.98
fixed GAN,2.69,42.03,-202.19,26.85
fixed GAN,5.59,69.05,-5.17,470.68
fixed GAN,1.30,54.95,-48.75,62.17
fixed GAN,2.41,54.73,-64.04,141.15
fixed GAN,1.95,58.68,-27.95,138.00
fixed GAN,5.69,57.96,-1.26,483.82
fixed GAN,8.75,105.99,178.26,923.55
fixed GAN,25.84,99.96,299.46,2501.31
fixed GAN,25.53,127.15,347.98,2523.49
fixed GAN,3.08,56.30,-89.49,173.33
fixed GAN,21.71,95.71,163.50,2012.90
fixed GAN,22.29,84.12,222.69,2121.47
fixed GAN,5.33,92.38,24.53,478.97
fixed GAN,1.57,46.84,-14.83,119.16
fixed GAN,24.99,84.40,494.97,2624.42
fixed GAN,1.26,60.32,-14.56,92.56
fixed GAN,30.89,89.82,106.25,2737.62
fixed GAN,18.48,85.25,41.73,1616.26
fixed GAN,4.73,119.86,33.03,435.66
fixed GAN,0.91,56.52,-11.19,66.11
fixed GAN,1.29,65.38,-18.48,91.70
fixed GAN,1.07,82.21,-9.75,81.29
fixed GAN,23.46,151.71,175.90,2174.45
fixed GAN,30.77,73.45,-59.74,2561.57
fixed GAN,2.06,49.28,-57.00,118.45
fixed GAN,30.25,114.29,683.47,3261.12
fixed GAN,27.39,86.22,35.18,2369.12
fixed GAN,35.88,101.65,652.60,3709.64
fixed GAN,31.67,89.74,516.89,3215.44
fixed GAN,22.63,84.91,480.76,2409.13
fixed GAN,21.15,62.26,457.92,2259.70
fixed GAN,1.20,62.81,-21.42,80.41
fixed GAN,32.19,75.72,496.37,3239.26
fixed GAN,53.05,83.33,-449.15,4070.94
fixed GAN,33.14,60.18,-411.48,2412.16
fixed GAN,29.08,100.16,27.86,2505.35
fixed GAN,1.52,93.62,-15.65,113.43
fixed GAN,1.01,56.56,-12.11,73.72
fixed GAN,2.06,50.42,-57.23,118.70
fixed GAN,2.56,50.44,-87.57,130.23
fixed GAN,16.45,81.54,66.85,1468.08
fixed GAN,2.25,52.98,-123.65,67.72
fixed GAN,3.75,54.44,-37.18,282.42
fixed GAN,29.16,86.63,35.50,2519.79
fixed GAN,0.75,38.30,-10.15,53.34
fixed GAN,1.77,45.88,-41.70,108.91
fixed GAN,27.14,54.93,-306.35,2005.98
fixed GAN,14.60,145.41,250.90,1494.74
fixed GAN,20.63,99.51,129.92,1887.75
fixed GAN,0.94,42.59,-14.55,65.16
fixed GAN,11.08,47.76,-199.18,744.70
fixed GAN,3.17,45.77,-69.43,200.27
fixed GAN,0.89,85.75,-6.03,69.98
fixed GAN,9.59,38.88,-281.39,535.62
fixed GAN,23.86,86.92,180.73,2213.37
fixed GAN,33.06,129.38,592.78,3409.04
fixed GAN,1.66,89.58,-24.40,116.93
fixed GAN,1.22,67.84,-18.59,85.54
fixed GAN,2.41,78.67,37.81,243.23
fixed GAN,3.00,52.27,-68.19,187.02
fixed GAN,9.58,97.83,104.88,920.67
fixed GAN,2.78,59.62,-63.01,174.12
fixed GAN,13.30,92.64,206.70,1340.03
fixed GAN,4.52,130.56,74.17,459.68
fixed GAN,1.15,77.10,5.45,103.41
fixed GAN,5.55,100.53,67.19,540.15
fixed GAN,1.76,56.83,-12.24,138.11
fixed GAN,3.14,64.13,-89.47,178.04
fixed GAN,8.97,174.61,119.93,883.78
fixed GAN,6.64,121.52,51.85,617.16
fixed GAN,1.81,85.77,24.98,179.09
fixed GAN,22.88,70.04,-54.79,1894.22
fixed GAN,14.05,47.72,-362.24,834.44
fixed GAN,2.93,47.71,-43.34,206.28
fixed GAN,2.60,54.79,-8.75,212.70
fixed GAN,1.94,47.13,-42.86,122.49
fixed GAN,10.22,43.20,-175.89,694.57
fixed GAN,74.87,84.69,-428.74,5949.73
fixed GAN,15.70,98.13,372.56,1709.90
fixed GAN,2.96,47.22,-142.21,109.98
fixed GAN,18.01,36.80,-349.91,1184.68
fixed GAN,0.94,49.52,-12.44,67.25
fixed GAN,64.24,85.87,531.62,6005.08
fixed GAN,1.96,57.36,-42.20,125.15
fixed GAN,3.50,110.88,-18.74,279.59
fixed GAN,1.17,56.56,-19.20,80.12
fixed GAN,1.11,89.32,21.67,116.46
fixed GAN,18.79,87.02,-128.95,1472.10
fixed GAN,1.11,59.22,-13.71,81.17
fixed GAN,1.12,42.74,-16.03,79.02
fixed GAN,1.31,48.14,-26.10,85.43
fixed GAN,14.67,71.51,313.16,1562.85
fixed GAN,22.23,52.14,-293.78,1599.80
fixed GAN,29.39,93.02,200.96,2704.95
fixed GAN,1.42,44.78,-29.79,90.93
fixed GAN,0.91,48.27,-14.16,63.10
fixed GAN,5.97,90.55,-17.63,490.68
fixed GAN,25.90,149.88,507.39,2714.42
fixed GAN,2.36,88.89,14.12,215.23
fixed GAN,1.23,81.91,0.94,105.84
fixed GAN,3.58,59.61,-64.65,240.58
fixed GAN,1.75,65.34,-32.52,116.38
fixed GAN,17.66,66.29,401.38,1906.37
fixed GAN,30.84,81.67,258.72,2885.82
fixed GAN,8.68,75.61,-80.66,658.89
fixed GAN,6.96,83.00,-36.26,556.85
fixed GAN,11.27,39.65,-475.51,485.03
fixed GAN,11.08,76.73,-161.66,782.10
fixed GAN,34.35,129.88,137.74,3064.45
fixed GAN,25.84,71.89,-191.14,2009.99
fixed GAN,1.28,75.16,-13.93,94.70
fixed GAN,33.77,97.29,-114.46,2762.61
fixed GAN,12.12,90.58,27.79,1060.73
fixed GAN,13.26,83.18,118.93,1248.33
fixed GAN,0.92,48.62,-11.53,66.67
fixed GAN,22.52,77.41,-25.08,1893.85
fixed GAN,36.20,57.65,-248.20,2835.68
fixed GAN,5.26,126.49,50.68,499.22
fixed GAN,1.69,52.45,-112.86,31.11
fixed GAN,1.06,44.95,-12.41,77.62
fixed GAN,5.20,109.08,25.73,468.68
fixed GAN,3.98,41.76,-251.00,88.43
fixed GAN,1.00,45.04,-15.46,70.08
fixed GAN,4.60,49.88,-92.87,298.74
fixed GAN,0.85,79.76,-5.85,66.79
fixed GAN,17.44,114.90,59.65,1545.67
fixed GAN,1.61,52.06,-36.28,100.60
fixed GAN,41.80,77.65,440.20,4001.43
fixed GAN,2.83,54.41,-127.76,113.34
fixed GAN,48.99,90.70,516.81,4690.70
fixed GAN,1.51,78.82,-17.37,111.24
fixed GAN,25.23,120.22,437.24,2586.69
fixed GAN,46.68,83.55,-197.01,3780.41
fixed GAN,6.86,57.23,-277.73,306.46
fixed GAN,24.42,69.79,396.33,2476.97
fixed GAN,14.21,90.01,293.10,1503.54
fixed GAN,6.89,91.15,110.59,697.59
fixed GAN,24.49,89.95,265.63,2352.11
fixed GAN,6.10,78.52,-75.95,443.38
fixed GAN,4.47,55.32,-74.81,306.09
fixed GAN,15.79,80.51,302.82,1648.42
fixed GAN,3.00,56.64,-56.14,199.81
fixed GAN,13.38,26.98,-531.30,608.64
fixed GAN,31.28,79.01,-115.50,2549.44
fixed GAN,5.70,105.09,84.87,570.54
fixed GAN,1.55,67.34,-29.89,101.99
fixed GAN,31.39,135.13,508.84,3182.84
fixed GAN,47.72,97.79,417.46,4483.03
fixed GAN,0.77,105.05,0.21,65.58
fixed GAN,0.88,76.28,-8.06,66.80
fixed GAN,6.41,29.11,-284.34,261.78
fixed GAN,4.30,54.60,-226.53,139.69
fixed GAN,3.45,39.84,-60.56,233.09
fixed GAN,8.12,87.09,1.58,693.13
fixed GAN,36.42,79.57,-191.58,2911.04
fixed GAN,1.00,44.75,-28.89,56.59
fixed GAN,19.39,91.93,146.25,1797.90
fixed GAN,2.81,65.82,-88.74,150.94
fixed GAN,1.77,74.34,-6.50,144.35
fixed GAN,5.41,54.58,-115.57,345.57
fixed GAN,2.96,72.02,-5.43,246.96
fixed GAN,1.17,57.12,-14.16,85.14
fixed GAN,7.66,88.88,124.05,776.26
fixed GAN,53.59,123.54,702.24,5268.19
fixed GAN,22.61,30.52,-489.50,1436.67
fixed GAN,4.59,126.46,77.46,468.26
fixed GAN,0.98,51.65,-11.96,71.90
fixed GAN,37.11,101.57,270.99,3432.44
fixed GAN,2.80,55.67,-198.57,40.26
fixed GAN,31.56,91.36,534.70,3223.31
fixed GAN,0.34,106.70,6.56,35.90
fixed GAN,13.40,91.27,259.07,1400.88
fixed GAN,3.25,46.19,-48.71,227.81
fixed GAN,43.00,73.65,-55.57,3607.81
fixed GAN,3.16,55.39,-125.51,144.14
fixed GAN,2.09,54.96,-47.85,130.34
fixed GAN,24.89,105.43,-8.72,2112.25
fixed GAN,28.38,81.83,472.83,2890.84
fixed GAN,23.18,130.32,60.34,2035.61
fixed GAN,0.80,44.90,-10.77,57.57
